scenario_id,n_rows,p_mean,p_std,pct_floor,pct_ceil,diverged
1,1800,25.290659333333334,32.957054821116415,0.6,0.35,True
10,3600,27.038256976388887,33.42481587390152,0.575,0.375,True
100,3600,28.785698843055552,33.79598088618318,0.55,0.4,True
101,1800,35.77514404722222,34.36454850902817,0.45,0.5,True
102,3600,28.78516226111111,33.79644296115101,0.55,0.4,True
103,3600,25.29071410972222,32.95701971469451,0.6,0.35,True
104,3600,32.28014620277778,34.260412856903365,0.5,0.45,True
105,3600,27.037658644444445,33.42529290629201,0.575,0.375,True
106,1800,28.785649494444442,33.79600798573163,0.55,0.4,True
107,1800,35.77517695833333,34.36454178386514,0.45,0.5,True
108,1800,25.290158261111113,32.95744818269558,0.6,0.35,True
109,3600,25.290766909722223,32.95697937622066,0.6,0.35,True
11,3600,34.02765195138889,34.35698949389415,0.475,0.475,True
110,3600,34.02767940277778,34.356954059707014,0.475,0.475,True
111,3600,25.290163655555556,32.957448911712525,0.6,0.35,True
112,1800,28.78566777777778,33.79600812177871,0.55,0.4,True
113,1800,35.77516617222222,34.36454408596289,0.45,0.5,True
114,1800,28.78514611388889,33.79644409463028,0.55,0.4,True
115,3600,27.038193011111115,33.424857292419375,0.575,0.375,True
116,1800,28.78514345,33.79644213961972,0.55,0.4,True
117,3600,27.03817448194444,33.42488266717832,0.575,0.375,True
118,1800,25.290133152777777,32.95744473342911,0.6,0.35,True
119,3600,25.290708880555552,32.957021912369065,0.6,0.35,True
12,1800,28.785176125000003,33.79644438212223,0.55,0.4,True
120,3600,27.03767584722222,33.42529420580484,0.575,0.375,True
121,3600,27.038231558333333,33.42485376820456,0.575,0.375,True
122,3600,34.02786217916666,34.35682172109344,0.475,0.475,True
123,3600,25.290714120833332,32.95703456380649,0.6,0.35,True
124,3600,32.28030745972222,34.26029238726406,0.5,0.45,True
125,1800,25.290745036111108,32.957035430139726,0.6,0.35,True
126,3600,32.280277954166664,34.260329079793394,0.5,0.45,True
127,3600,27.038291177777776,33.424806743008645,0.575,0.375,True
